episode,reward,steps
1128,-10.5,5
1129,30.599999999999973,65
1130,9.799999999999992,35
1131,-0.1999999999999975,20
1132,-1.9999999999999982,15
1133,-11.0,10
1134,0.20000000000000107,20
1135,-11.0,10
1136,-8.6,5
1137,4.099999999999998,35
1138,14.099999999999982,50
1139,-11.0,10
1140,-11.0,10
1141,-12.5,25
1142,-10.2,5
1143,1.1000000000000032,15
1144,-3.4999999999999982,20
1145,9.099999999999996,45
1146,4.900000000000004,20
1147,4.0,40
1148,-6.7,20
1149,3.4000000000000004,45
1150,0.8000000000000025,15
1151,1.299999999999999,35
1152,8.999999999999991,40
1153,-7.300000000000001,25
1154,10.39999999999999,35
1155,-10.2,5
1156,-10.9,15
1157,-14.5,45
1158,-9.0,20
1159,0.40000000000000213,15
1160,-11.0,10
1161,15.599999999999989,40
1162,-3.3999999999999986,15
1163,-1.5999999999999979,15
1164,-8.9,10
1165,-7.199999999999999,5
1166,-10.5,5
1167,-1.4999999999999982,45
1168,-10.7,25
1169,6.3000000000000025,20
1170,5.999999999999995,35
1171,2.3000000000000025,20
1172,-10.5,5
1173,-10.4,10
1174,-3.6999999999999984,15
1175,-11.5,15
1176,-7.5,10
1177,32.699999999999974,70
1178,-8.8,15
1179,-7.699999999999999,25
1180,18.699999999999974,50
1181,-10.5,5
1182,1.8000000000000025,15
1183,-11.0,10
1184,-4.599999999999999,20
1185,-6.299999999999999,20
1186,-7.5,20
1187,5.100000000000005,40
1188,0.8000000000000025,15
1189,38.29999999999996,65
1190,11.599999999999993,35
1191,-9.799999999999999,10
1192,-10.5,5
1193,-9.1,15
1194,-10.4,10
1195,-4.399999999999994,25
1196,1.8000000000000043,20
1197,-11.0,10
1198,-10.5,5
1199,2.0999999999999996,20
1200,-10.5,5
1201,4.5000000000000036,40
1202,14.299999999999988,35
1203,-3.9999999999999982,20
1204,-12.5,25
1205,-10.299999999999999,15
1206,11.299999999999988,35
1207,21.29999999999997,50
1208,0.5000000000000018,20
1209,-5.299999999999998,20
1210,-2.4999999999999982,20
1211,-0.4999999999999982,20
1212,8.099999999999993,40
1213,-5.7999999999999945,25
1214,-10.5,5
1215,-10.5,5
1216,-11.0,10
1217,-9.7,15
1218,-1.1999999999999993,20
1219,1.1000000000000014,20
1220,-7.8,20
1221,27.399999999999984,50
1222,2.5000000000000018,20
1223,16.69999999999998,35
1224,-10.2,5
1225,-11.0,10
1226,5.999999999999984,40
1227,-11.5,15
1228,-7.699999999999999,20
1229,-5.299999999999998,15
1230,-1.4999999999999982,20
1231,-10.5,5
1232,-9.200000000000001,25
1233,16.999999999999986,35
1234,-7.3,15
1235,9.899999999999993,35
1236,8.6,35
1237,20.899999999999977,65
1238,-10.5,5
1239,-6.5,5
1240,-10.5,5
1241,6.3000000000000025,20
1242,-12.5,25
1243,17.69999999999998,40
1244,-10.5,5
1245,-13.0,30
1246,-5.099999999999999,10
1247,-3.3999999999999986,15
1248,-10.5,5
1249,-9.9,15
1250,-4.999999999999999,15
1251,-3.799999999999998,20
1252,-11.5,15
1253,-3.299999999999999,15
1254,-11.0,10
1255,-11.5,15
1256,-12.5,25
1257,-3.299999999999997,20
1258,-1.6999999999999975,15
1259,-11.0,10
1260,-11.5,15
1261,-5.1,20
1262,7.799999999999995,35
1263,-10.5,5
1264,3.200000000000003,20
1265,-0.29999999999999716,15
1266,-10.5,5
1267,3.5999999999999925,35
1268,12.599999999999985,40
1269,-11.0,10
1270,-11.0,10
1271,-11.0,10
1272,-11.0,10
1273,-6.3999999999999995,10
1274,-11.0,10
1275,-13.0,30
1276,-10.7,20
1277,-5.699999999999998,10
1278,29.699999999999953,65
1279,-10.5,5
1280,18.099999999999973,70
1281,9.199999999999998,45
1282,28.900000000000006,65
1283,-4.3,15
1284,-11.0,10
1285,-10.5,5
1286,43.89999999999996,70
1287,1.8000000000000025,15
1288,14.19999999999998,50
1289,-11.1,20
1290,1.4000000000000021,20
1291,-2.9999999999999982,15
1292,-10.5,5
